object,type,classification,runtime_usage_count,migration_usage_count,documentation_usage_count,other_usage_count,runtime_files,migration_files,documentation_files,likely_columns_from_runtime_selects,direct_patterns
recruitments,table,runtime_used,34,22,22,1,app/backend/app/api/admin_scrape.py; app/backend/app/api/admin_trust.py; app/backend/app/api/canonical.py; app/backend/app/api/placeholders.py; app/backend/app/eligibility/runner.py; app/backend/app/notifications/dispatcher.py; app/backend/app/notifications/recompute_worker.py; app/backend/app/scraping/__init__.py; app/backend/app/scraping/alerts.py; app/backend/app/scraping/runner.py; app/backend/tests/test_admin_mutations.py; app/backend/tests/test_admin_trust.py; app/backend/tests/test_eligibility_api_integration.py; app/backend/tests/test_eligibility_incremental_hash.py; app/backend/tests/test_recruitment_visibility.py; app/backend/tests/test_scrape_runner_promote.py; app/frontend/src/components/FAQ.jsx; app/frontend/src/components/Features.jsx; app/frontend/src/components/Hero.jsx; app/frontend/src/components/Testimonials.jsx; app/frontend/src/features/dashboard/hooks/useDashboardData.js; app/frontend/src/lib/recruitmentRanking.js; app/frontend/src/pages/Dashboard.jsx; app/frontend/src/pages/ExamDetail.jsx; app/frontend/src/pages/Exams.jsx; app/frontend/src/pages/Saved.jsx; app/frontend/src/pages/Tracker.jsx; app/frontend/src/pages/admin/AdminShell.jsx; app/frontend/src/pages/admin/Organizations.jsx; app/frontend/src/pages/admin/Overview.jsx,app/supabase/migrations/003_v_notification_feed.sql; app/supabase/migrations/009_v_admin_queue_review.sql; app/supabase/migrations/011_auto_enqueue_eligibility_on_insert.sql; app/supabase/migrations/016_disable_auto_promote.sql; app/supabase/migrations/017_scraper_trust_evidence.sql; app/supabase/migrations/018_admin_queue_evidence_view.sql; app/supabase/migrations/019_admin_rbac_audit.sql; app/supabase/migrations/022_drop_legacy_recruitment_open_trigger.sql; app/supabase/migrations/025_admin_promote_recruitment_payload.sql; app/supabase/migrations/027_user_events_and_form_submissions.sql; app/supabase/migrations/029_exam_summary_support.sql; app/supabase/migrations/031_apply_tracker.sql; app/supabase/migrations/033_recruitment_publish_workflow.sql; app/supabase/migrations/035_ai_action_policies.sql; app/supabase/migrations/038_ranking_v1.sql; app/supabase/migrations/045_user_recruitment_feedback.sql; app/supabase/migrations/048_notification_group_state.sql; app/supabase/migrations/051_fix_organization_unique_and_reset_ghosts.sql; app/supabase/migrations/052_recruitments_official_url.sql; app/supabase/migrations/072_field_evidence_alignment.sql; app/supabase/migrations/074_recruitment_slug_support.sql; app/supabase/migrations/076_recruitment_events.sql,app/reference/MIGRATIONS.md; docs/00-ai-context.md; docs/EMERGENT_START_HERE.md; docs/README.md; docs/engineering/admin-strategy.md; docs/engineering/aggregator-first-ingestion-strategy.md; docs/engineering/ai-strategy.md; docs/engineering/domain-model.md; docs/engineering/frontend-ui-ux-audit.md; docs/engineering/runbook.md; docs/engineering/scraper-runbook.md; docs/engineering/source-intelligence.md; docs/feature-registry.md; docs/migration-reference/README.md; docs/migration-reference/eligibility/old-runner.ts; docs/migration-reference/scraping/old-alerts.ts; docs/migration-reference/scraping/old-runner.ts; docs/product/monetization.md; docs/product/roadmap.md; docs/product/vision.md,"extracted_data, id, name, official_apply_url, official_notification_url, organizations, posts, publish_status, published_at, published_by, recruitment_id, recruitment_sources, review_notes, source_registry, status, year","js_from, py_table, sql_public"
reviews,table,runtime_used,3,1,4,0,app/backend/app/api/canonical.py; app/backend/app/api/placeholders.py; app/frontend/src/pages/ResourceDetail.jsx,app/supabase/migrations/049_marketplace_setup.sql,docs/engineering/ai-strategy.md; docs/product/roadmap.md; docs/schema/supabase -Schema.md; memory/PRD.md,"body, created_at, rating","py_table, sql_public"
salary_details,table,runtime_used,1,0,2,0,app/backend/app/eligibility/runner.py,,docs/migration-reference/eligibility/old-runner.ts; docs/schema/supabase -Schema.md,,sql_public
scrape_pdf_cache,table,docs_only_review,0,0,1,0,,,docs/schema/supabase -Schema.md,,sql_public
scrape_queue,table,runtime_used,6,18,11,1,app/backend/app/api/admin_scrape.py; app/backend/app/scraping/__init__.py; app/backend/app/scraping/runner.py; app/backend/app/scraping/schemas.py; app/backend/tests/test_admin_queue.py; app/backend/tests/test_recompute_queue_behaviour.py,app/supabase/migrations/007_scrape_queue_data_quality.sql; app/supabase/migrations/009_v_admin_queue_review.sql; app/supabase/migrations/013_scraper_p2_provenance_and_playwright.sql; app/supabase/migrations/016_disable_auto_promote.sql; app/supabase/migrations/017_scraper_trust_evidence.sql; app/supabase/migrations/018_admin_queue_evidence_view.sql; app/supabase/migrations/019_admin_rbac_audit.sql; app/supabase/migrations/025_admin_promote_recruitment_payload.sql; app/supabase/migrations/043_aggregator_official_source_gate.sql; app/supabase/migrations/044_aggregator_candidate_layers.sql; app/supabase/migrations/051_fix_organization_unique_and_reset_ghosts.sql; app/supabase/migrations/052_recruitments_official_url.sql; app/supabase/migrations/071_trust_pipeline_hardening.sql; app/supabase/migrations/072_field_evidence_alignment.sql; app/supabase/migrations/073_scrape_queue_promoted_status.sql; app/supabase/migrations/076_recruitment_events.sql; app/supabase/migrations/081_queue_query_indexes_and_cleanup_candidates.sql; app/supabase/migrations/082_queue_query_composite_indexes.sql,app/reference/MIGRATIONS.md; docs/adr/0003-queue-trust-gate-model.md; docs/engineering/aggregator-first-ingestion-strategy.md; docs/engineering/code-review-pipeline-implementation-steps.md; docs/engineering/queue-query-analysis.md; docs/engineering/runbook.md; docs/engineering/scraper-runbook.md; docs/engineering/source-intelligence.md; docs/migration-reference/scraping/old-runner.ts; docs/schema/supabase -Schema.md; memory/PRD.md,"confidence_score, data_quality_score, duplicate_of, evidence_required, extracted_data, extracted_fields, extraction_status, field_evidence, id, notification_document_id, official_source_host, official_source_resolved, promoted_recruitment_id, raw_html, raw_payload, reviewed_at, reviewer_id, reviewer_notes, scrape_run_id, scraped_at, source_id, source_name, source_url, status","js_from, py_table, sql_public"
scrape_runs,table,runtime_used,3,4,5,0,app/backend/app/api/admin_scrape.py; app/backend/app/scraping/__init__.py; app/backend/app/scraping/runner.py,app/supabase/migrations/009_v_admin_queue_review.sql; app/supabase/migrations/012_scraper_p0_observability.sql; app/supabase/migrations/017_scraper_trust_evidence.sql; app/supabase/migrations/018_admin_queue_evidence_view.sql,app/reference/MIGRATIONS.md; docs/engineering/scraper-runbook.md; docs/migration-reference/scraping/old-runner.ts; docs/schema/supabase -Schema.md; memory/PRD.md,"extracted_data, id, status","js_from, py_table, sql_public"
scrape_source_etags,table,docs_only_review,0,0,1,0,,,docs/schema/supabase -Schema.md,,sql_public
scrape_sources,table,runtime_used,2,0,4,0,app/backend/app/api/admin_scrape.py; app/backend/app/scraping/runner.py,,docs/engineering/scraper-runbook.md; docs/migration-reference/scraping/old-runner.ts; docs/schema/supabase -Schema.md; memory/PRD.md,"extracted_data, id, status","js_from, py_table, sql_public"
service_bonds,table,docs_only_review,0,0,1,0,,,docs/schema/supabase -Schema.md,,sql_public
source_health_metrics,table,docs_only_review,0,0,1,0,,,docs/schema/supabase -Schema.md,,sql_public
source_observations,table,migration_only_or_indirect,0,2,1,0,,app/supabase/migrations/009_v_admin_queue_review.sql; app/supabase/migrations/018_admin_queue_evidence_view.sql,docs/schema/supabase -Schema.md,,sql_public
source_registry,table,runtime_used,6,11,9,0,app/backend/app/api/admin_scrape.py; app/backend/app/api/admin_trust.py; app/backend/app/scraping/__init__.py; app/backend/app/scraping/runner.py; app/backend/tests/test_admin_mutations.py; app/backend/tests/test_admin_trust.py,app/supabase/migrations/006_source_registry_org_state.sql; app/supabase/migrations/008_aggregator_sources.sql; app/supabase/migrations/012_scraper_p0_observability.sql; app/supabase/migrations/013_scraper_p2_provenance_and_playwright.sql; app/supabase/migrations/017_scraper_trust_evidence.sql; app/supabase/migrations/019_admin_rbac_audit.sql; app/supabase/migrations/043_aggregator_official_source_gate.sql; app/supabase/migrations/044_aggregator_candidate_layers.sql; app/supabase/migrations/071_trust_pipeline_hardening.sql; app/supabase/migrations/075_source_intelligence_policy.sql; app/supabase/migrations/076_recruitment_events.sql,app/reference/MIGRATIONS.md; docs/EMERGENT_START_HERE.md; docs/engineering/aggregator-first-ingestion-strategy.md; docs/engineering/scraper-runbook.md; docs/engineering/source-intelligence.md; docs/migration-reference/README.md; docs/migration-reference/scraping/old-runner.ts; docs/schema/supabase -Schema.md; memory/PRD.md,"id, official_domain, organizations, posts, recruitment_sources, source_registry","py_table, sql_public"
source_registry_backup_before_bulk_merge,table,docs_only_review,0,0,1,0,,,docs/schema/supabase -Schema.md,,sql_public
source_registry_conflict_backup,table,docs_only_review,0,0,1,0,,,docs/schema/supabase -Schema.md,,sql_public
study_logs,table,docs_only_review,0,0,1,0,,,docs/schema/supabase -Schema.md,,sql_public
study_plans,table,runtime_used,1,2,2,0,app/backend/app/api/canonical.py,app/supabase/migrations/020_ai_infrastructure.sql; app/supabase/migrations/034_mock_tests.sql,docs/schema/supabase -Schema.md; memory/PRD.md,id,"py_table, sql_public"
study_sessions,table,runtime_used,1,1,2,0,app/backend/app/api/canonical.py,app/supabase/migrations/020_ai_infrastructure.sql,docs/schema/supabase -Schema.md; memory/PRD.md,"duration_mins, ended_at, id, started_at, subject, topic","py_table, sql_public"
study_tasks,table,runtime_used,1,1,2,0,app/backend/app/api/canonical.py,app/supabase/migrations/020_ai_infrastructure.sql,docs/schema/supabase -Schema.md; memory/PRD.md,"completed_at, day_label, duration_mins, id, microtopic, planned_minutes, status, subject, task_type, title, topic","py_table, sql_public"
study_weeks,table,migration_only_or_indirect,0,1,1,0,,app/supabase/migrations/020_ai_infrastructure.sql,docs/schema/supabase -Schema.md,,sql_public
subscription_plans,table,runtime_used,1,1,2,0,app/backend/app/api/payments.py,app/supabase/migrations/054_razorpay_subscriptions.sql,docs/schema/supabase -Schema.md; memory/PRD.md,"currency, description, features, id, interval, is_active, name, price_inr, sort_order","py_table, sql_public"
tracked_recruitments,table,runtime_used,4,2,5,1,app/backend/app/api/canonical.py; app/backend/app/eligibility/runner.py; app/backend/tests/test_eligibility_api_integration.py; app/backend/tests/test_eligibility_incremental_hash.py,app/supabase/migrations/003_v_notification_feed.sql; app/supabase/migrations/028_user_recruitment_state.sql,docs/engineering/domain-model.md; docs/migration-reference/eligibility/old-runner.ts; docs/schema/profile_schema_lineage_audit.md; docs/schema/supabase -Schema.md; memory/PRD.md,"id, recruitment_id, tracked_at","js_from, py_table, sql_public"
training_details,table,docs_only_review,0,0,1,0,,,docs/schema/supabase -Schema.md,,sql_public
user_certifications,table,runtime_used,3,0,1,0,app/backend/app/eligibility/engine.py; app/backend/app/eligibility/runner.py; app/backend/tests/test_engine.py,,docs/schema/supabase -Schema.md,,sql_public
user_events,table,migration_only_or_indirect,0,3,4,0,,app/supabase/migrations/027_user_events_and_form_submissions.sql; app/supabase/migrations/028_user_recruitment_state.sql; app/supabase/migrations/031_apply_tracker.sql,docs/00-ai-context.md; docs/engineering/domain-model.md; docs/product/roadmap.md; docs/schema/supabase -Schema.md,,sql_public
user_exam_attempts,table,runtime_used,1,0,3,0,app/backend/app/eligibility/runner.py,,docs/migration-reference/eligibility/old-runner.ts; docs/schema/profile_schema_lineage_audit.md; docs/schema/supabase -Schema.md,,"js_from, sql_public"
user_next_actions,table,migration_only_or_indirect,0,1,1,0,,app/supabase/migrations/020_ai_infrastructure.sql,docs/schema/supabase -Schema.md,,sql_public
user_notification_prefs,table,docs_only_review,0,0,1,0,,,docs/schema/supabase -Schema.md,,sql_public
user_recruitment_applications,table,runtime_used,2,2,4,0,app/backend/app/api/canonical.py; app/backend/tests/test_applications_contract.py,app/supabase/migrations/031_apply_tracker.sql; app/supabase/migrations/067_applications_tracker_fields.sql,docs/product/roadmap.md; docs/schema/profile_schema_lineage_audit.md; docs/schema/supabase -Schema.md; memory/PRD.md,"application_number, apply_end_date, clicked_apply_at, documents_pending, fee_amount, fee_paid, id, name, notes, official_notification_url, organizations, recruitment_id, slug, status, submitted_at, type, updated_at","py_table, sql_public"
user_recruitment_feedback,table,migration_only_or_indirect,0,1,1,0,,app/supabase/migrations/045_user_recruitment_feedback.sql,docs/schema/supabase -Schema.md,,sql_public
user_subscriptions,table,runtime_used,1,1,2,0,app/backend/app/api/payments.py,app/supabase/migrations/054_razorpay_subscriptions.sql,docs/schema/supabase -Schema.md; memory/PRD.md,"currency, description, features, id, interval, is_active, name, price_inr, sort_order","py_table, sql_public"
user_targets,table,migration_only_or_indirect,0,1,2,0,,app/supabase/migrations/028_user_recruitment_state.sql,docs/engineering/domain-model.md; docs/schema/supabase -Schema.md,,sql_public
vacancies,table,runtime_used,8,3,6,0,app/backend/app/api/canonical.py; app/backend/app/api/placeholders.py; app/backend/app/eligibility/runner.py; app/backend/app/scraping/extractor.py; app/backend/app/scraping/schemas.py; app/frontend/src/lib/recruitmentRanking.js; app/frontend/src/pages/ExamDetail.jsx; app/frontend/src/pages/Exams.jsx,app/supabase/migrations/007_scrape_queue_data_quality.sql; app/supabase/migrations/025_admin_promote_recruitment_payload.sql; app/supabase/migrations/029_exam_summary_support.sql,docs/engineering/aggregator-first-ingestion-strategy.md; docs/engineering/source-intelligence.md; docs/migration-reference/eligibility/old-runner.ts; docs/migration-reference/scraping/old-extractor.ts; docs/product/roadmap.md; docs/schema/supabase -Schema.md,,sql_public
