object,type,direct_supabase_usage_count,plain_text_usage_count,migration_usage_count,direct_supabase_usage_files,plain_text_usage_files,migration_usage_files
notification_alerts,table,15,19,8,app/backend/app/api/notifications.py; app/backend/app/eligibility/runner.py; app/backend/app/notifications/dispatcher.py; app/backend/app/notifications/next_actions.py; app/backend/app/scraping/alerts.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/003_v_notification_feed.sql; app/supabase/migrations/010_notification_alerts_unique_fanout.sql; app/supabase/migrations/015_notification_alerts_email_sent.sql; app/supabase/migrations/023_fix_service_role_policies.sql; app/supabase/migrations/026_notification_alert_state_uniqueness.sql; app/supabase/migrations/048_notification_group_state.sql; docs/migration-reference/eligibility/old-runner.ts; docs/migration-reference/scraping/old-alerts.ts; docs/schema/supabase -Schema.md,README.md; app/backend/app/api/notifications.py; app/backend/app/eligibility/runner.py; app/backend/app/notifications/__init__.py; app/backend/app/notifications/dispatcher.py; app/backend/app/notifications/next_actions.py; app/backend/app/notifications/recompute_worker.py; app/backend/app/scraping/__init__.py; app/backend/app/scraping/alerts.py; app/backend/tests/test_eligibility_api_integration.py; app/backend/tests/test_eligibility_incremental_hash.py; app/backend/tests/test_next_actions_engine.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/reference/MIGRATIONS.md; docs/engineering/runbook.md; docs/migration-reference/eligibility/old-runner.ts; docs/migration-reference/scraping/old-alerts.ts; docs/schema/supabase -Schema.md; memory/PRD.md,app/supabase/migrations/003_v_notification_feed.sql; app/supabase/migrations/010_notification_alerts_unique_fanout.sql; app/supabase/migrations/015_notification_alerts_email_sent.sql; app/supabase/migrations/022_drop_legacy_recruitment_open_trigger.sql; app/supabase/migrations/023_fix_service_role_policies.sql; app/supabase/migrations/026_notification_alert_state_uniqueness.sql; app/supabase/migrations/048_notification_group_state.sql; app/supabase/migrations/068_notification_next_action_dedupe.sql
notification_documents,table,4,4,1,app/backend/app/api/admin_scrape.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/017_scraper_trust_evidence.sql; docs/schema/supabase -Schema.md,app/backend/app/api/admin_scrape.py; app/backend/tests/test_admin_queue.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/supabase/migrations/017_scraper_trust_evidence.sql
notification_generation_runs,table,4,4,1,app/backend/app/api/notifications.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/070_notification_generation_runs.sql; docs/schema/supabase -Schema.md,app/backend/app/api/notifications.py; app/backend/tests/test_notifications_api_next_actions.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/supabase/migrations/070_notification_generation_runs.sql
notification_group_state,table,3,2,1,app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/048_notification_group_state.sql; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/supabase/migrations/048_notification_group_state.sql
notification_preferences,table,8,10,4,app/backend/app/api/notifications.py; app/backend/app/notifications/dispatcher.py; app/backend/app/notifications/next_actions.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/014_notification_preferences.sql; app/supabase/migrations/023_fix_service_role_policies.sql; app/supabase/migrations/069_notification_preferences_governance.sql; docs/schema/supabase -Schema.md,app/backend/app/api/notifications.py; app/backend/app/notifications/__init__.py; app/backend/app/notifications/dispatcher.py; app/backend/app/notifications/next_actions.py; app/backend/tests/test_next_actions_engine.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/frontend/src/pages/admin/Notifications.jsx; docs/product/roadmap.md; docs/schema/supabase -Schema.md; memory/PRD.md,app/supabase/migrations/014_notification_preferences.sql; app/supabase/migrations/015_notification_alerts_email_sent.sql; app/supabase/migrations/023_fix_service_role_policies.sql; app/supabase/migrations/069_notification_preferences_governance.sql
notification_templates,table,3,4,1,app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/037_runbook_schema.sql; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/engineering/admin-strategy.md; docs/feature-registry.md; docs/schema/supabase -Schema.md,app/supabase/migrations/037_runbook_schema.sql
organizations,table,14,31,7,app/backend/app/api/admin_trust.py; app/backend/app/scraping/runner.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/003_v_notification_feed.sql; app/supabase/migrations/025_admin_promote_recruitment_payload.sql; app/supabase/migrations/029_exam_summary_support.sql; app/supabase/migrations/036_org_trust_fields.sql; app/supabase/migrations/038_ranking_v1.sql; app/supabase/migrations/051_fix_organization_unique_and_reset_ghosts.sql; app/supabase/migrations/071_trust_pipeline_hardening.sql; docs/engineering/admin-strategy.md; docs/engineering/domain-model.md; docs/migration-reference/scraping/old-runner.ts; docs/schema/supabase -Schema.md,app/backend/app/api/admin_trust.py; app/backend/app/api/canonical.py; app/backend/app/eligibility/runner.py; app/backend/app/notifications/dispatcher.py; app/backend/app/scraping/alerts.py; app/backend/app/scraping/runner.py; app/backend/tests/test_admin_mutations.py; app/backend/tests/test_admin_trust.py; app/backend/tests/test_applications_contract.py; app/backend/tests/test_eligibility_api_integration.py; app/backend/tests/test_eligibility_incremental_hash.py; app/backend/tests/test_recruitment_visibility.py; app/backend/tests/test_scrape_runner_promote.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/frontend/src/components/FAQ.jsx; app/frontend/src/pages/admin/AdminShell.jsx; app/frontend/src/pages/admin/Organizations.jsx; app/frontend/src/routes/adminRoutes.jsx; app/frontend/src/services/adminTrustService.js; app/reference/MIGRATIONS.md,app/supabase/migrations/003_v_notification_feed.sql; app/supabase/migrations/025_admin_promote_recruitment_payload.sql; app/supabase/migrations/029_exam_summary_support.sql; app/supabase/migrations/036_org_trust_fields.sql; app/supabase/migrations/038_ranking_v1.sql; app/supabase/migrations/051_fix_organization_unique_and_reset_ghosts.sql; app/supabase/migrations/071_trust_pipeline_hardening.sql
payment_history,table,4,4,1,app/backend/app/api/payments.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/054_razorpay_subscriptions.sql; docs/schema/supabase -Schema.md,app/backend/app/api/payments.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md; memory/PRD.md,app/supabase/migrations/054_razorpay_subscriptions.sql
posts,table,10,45,6,app/backend/app/eligibility/runner.py; app/backend/app/scraping/runner.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/027_user_events_and_form_submissions.sql; app/supabase/migrations/029_exam_summary_support.sql; docs/engineering/admin-strategy.md; docs/engineering/domain-model.md; docs/migration-reference/eligibility/old-runner.ts; docs/migration-reference/scraping/old-runner.ts; docs/schema/supabase -Schema.md,README.md; app/backend/app/api/admin_scrape.py; app/backend/app/api/admin_trust.py; app/backend/app/api/canonical.py; app/backend/app/api/placeholders.py; app/backend/app/eligibility/engine.py; app/backend/app/eligibility/runner.py; app/backend/app/scraping/extractor.py; app/backend/app/scraping/normalizer.py; app/backend/app/scraping/runner.py; app/backend/app/scraping/schemas.py; app/backend/tests/scraping/test_normalizer.py; app/backend/tests/test_admin_trust.py; app/backend/tests/test_eligibility_api_integration.py; app/backend/tests/test_eligibility_incremental_hash.py; app/backend/tests/test_engine.py; app/backend/tests/test_scrape_runner_promote.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/frontend/src/components/Hero.jsx; app/frontend/src/components/Pricing.jsx,app/supabase/migrations/019_admin_rbac_audit.sql; app/supabase/migrations/025_admin_promote_recruitment_payload.sql; app/supabase/migrations/027_user_events_and_form_submissions.sql; app/supabase/migrations/029_exam_summary_support.sql; app/supabase/migrations/040_forum_setup.sql; app/supabase/migrations/080_extracted_field_evidence_queue_field_unique.sql
probation_details,table,2,2,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,
profiles,table,27,25,17,app/backend/app/api/admin_scrape.py; app/backend/app/api/canonical.py; app/backend/app/api/notifications.py; app/backend/app/api/payments.py; app/backend/server.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/004_phase3b_profiles_service_years.sql; app/supabase/migrations/011_auto_enqueue_eligibility_on_insert.sql; app/supabase/migrations/017_scraper_trust_evidence.sql; app/supabase/migrations/019_admin_rbac_audit.sql; app/supabase/migrations/021_career_goal.sql; app/supabase/migrations/023_fix_service_role_policies.sql; app/supabase/migrations/027_user_events_and_form_submissions.sql; app/supabase/migrations/035_ai_action_policies.sql; app/supabase/migrations/037_runbook_schema.sql; app/supabase/migrations/040_forum_setup.sql; app/supabase/migrations/041_forum_moderation_queue.sql; app/supabase/migrations/045_user_recruitment_feedback.sql; app/supabase/migrations/046_exam_credentials.sql; app/supabase/migrations/048_notification_group_state.sql,README.md; app/backend/app/api/admin_scrape.py; app/backend/app/api/canonical.py; app/backend/app/api/notifications.py; app/backend/app/api/payments.py; app/backend/app/eligibility/runner.py; app/backend/app/profile/eligibility_mapper.py; app/backend/server.py; app/backend/tests/test_db_utils_async.py; app/backend/tests/test_eligibility_api_integration.py; app/backend/tests/test_eligibility_incremental_hash.py; app/backend/tests/test_eligibility_mapper.py; app/backend/tests/test_error_propagation_api.py; app/backend/tests/test_notifications_api_next_actions.py; app/backend/tests/test_profile_advanced_contract.py; app/backend/tests/test_profile_contract.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/reference/MIGRATIONS.md; docs/engineering/admin-strategy.md; docs/engineering/scraper-runbook.md,app/supabase/migrations/004_phase3b_profiles_service_years.sql; app/supabase/migrations/011_auto_enqueue_eligibility_on_insert.sql; app/supabase/migrations/017_scraper_trust_evidence.sql; app/supabase/migrations/019_admin_rbac_audit.sql; app/supabase/migrations/021_career_goal.sql; app/supabase/migrations/023_fix_service_role_policies.sql; app/supabase/migrations/027_user_events_and_form_submissions.sql; app/supabase/migrations/035_ai_action_policies.sql; app/supabase/migrations/037_runbook_schema.sql; app/supabase/migrations/040_forum_setup.sql; app/supabase/migrations/041_forum_moderation_queue.sql; app/supabase/migrations/045_user_recruitment_feedback.sql; app/supabase/migrations/046_exam_credentials.sql; app/supabase/migrations/048_notification_group_state.sql; app/supabase/migrations/049_marketplace_setup.sql; app/supabase/migrations/050_community_foundation.sql; app/supabase/migrations/070_notification_generation_runs.sql
recruitment_candidates,table,3,4,1,app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/044_aggregator_candidate_layers.sql; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/engineering/aggregator-first-ingestion-strategy.md; docs/engineering/source-intelligence.md; docs/schema/supabase -Schema.md,app/supabase/migrations/044_aggregator_candidate_layers.sql
recruitment_events,table,3,3,1,app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/076_recruitment_events.sql; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/engineering/aggregator-first-ingestion-strategy.md; docs/schema/supabase -Schema.md,app/supabase/migrations/076_recruitment_events.sql
recruitment_field_diffs,table,2,2,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,
recruitment_versions,table,2,2,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,
recruitments,table,33,58,22,app/backend/app/api/admin_scrape.py; app/backend/app/api/admin_trust.py; app/backend/app/api/canonical.py; app/backend/app/eligibility/runner.py; app/backend/app/scraping/alerts.py; app/backend/app/scraping/runner.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/003_v_notification_feed.sql; app/supabase/migrations/009_v_admin_queue_review.sql; app/supabase/migrations/011_auto_enqueue_eligibility_on_insert.sql; app/supabase/migrations/018_admin_queue_evidence_view.sql; app/supabase/migrations/022_drop_legacy_recruitment_open_trigger.sql; app/supabase/migrations/025_admin_promote_recruitment_payload.sql; app/supabase/migrations/027_user_events_and_form_submissions.sql; app/supabase/migrations/029_exam_summary_support.sql; app/supabase/migrations/031_apply_tracker.sql; app/supabase/migrations/033_recruitment_publish_workflow.sql; app/supabase/migrations/038_ranking_v1.sql; app/supabase/migrations/045_user_recruitment_feedback.sql; app/supabase/migrations/048_notification_group_state.sql,README.md; app/backend/app/api/admin_scrape.py; app/backend/app/api/admin_trust.py; app/backend/app/api/canonical.py; app/backend/app/api/placeholders.py; app/backend/app/eligibility/runner.py; app/backend/app/notifications/dispatcher.py; app/backend/app/notifications/recompute_worker.py; app/backend/app/scraping/__init__.py; app/backend/app/scraping/alerts.py; app/backend/app/scraping/runner.py; app/backend/tests/test_admin_mutations.py; app/backend/tests/test_admin_trust.py; app/backend/tests/test_eligibility_api_integration.py; app/backend/tests/test_eligibility_incremental_hash.py; app/backend/tests/test_recruitment_visibility.py; app/backend/tests/test_scrape_runner_promote.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/frontend/src/components/FAQ.jsx; app/frontend/src/components/Features.jsx,app/supabase/migrations/003_v_notification_feed.sql; app/supabase/migrations/009_v_admin_queue_review.sql; app/supabase/migrations/011_auto_enqueue_eligibility_on_insert.sql; app/supabase/migrations/016_disable_auto_promote.sql; app/supabase/migrations/017_scraper_trust_evidence.sql; app/supabase/migrations/018_admin_queue_evidence_view.sql; app/supabase/migrations/019_admin_rbac_audit.sql; app/supabase/migrations/022_drop_legacy_recruitment_open_trigger.sql; app/supabase/migrations/025_admin_promote_recruitment_payload.sql; app/supabase/migrations/027_user_events_and_form_submissions.sql; app/supabase/migrations/029_exam_summary_support.sql; app/supabase/migrations/031_apply_tracker.sql; app/supabase/migrations/033_recruitment_publish_workflow.sql; app/supabase/migrations/035_ai_action_policies.sql; app/supabase/migrations/038_ranking_v1.sql; app/supabase/migrations/045_user_recruitment_feedback.sql; app/supabase/migrations/048_notification_group_state.sql; app/supabase/migrations/051_fix_organization_unique_and_reset_ghosts.sql; app/supabase/migrations/052_recruitments_official_url.sql; app/supabase/migrations/072_field_evidence_alignment.sql
reviews,table,4,8,1,app/backend/app/api/canonical.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/049_marketplace_setup.sql; docs/schema/supabase -Schema.md,app/backend/app/api/canonical.py; app/backend/app/api/placeholders.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/frontend/src/pages/ResourceDetail.jsx; docs/engineering/ai-strategy.md; docs/product/roadmap.md; docs/schema/supabase -Schema.md; memory/PRD.md,app/supabase/migrations/049_marketplace_setup.sql
salary_details,table,2,4,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/backend/app/eligibility/runner.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/migration-reference/eligibility/old-runner.ts; docs/schema/supabase -Schema.md,
scrape_pdf_cache,table,2,2,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,
scrape_queue,table,23,19,18,app/backend/app/api/admin_scrape.py; app/backend/app/scraping/runner.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/007_scrape_queue_data_quality.sql; app/supabase/migrations/009_v_admin_queue_review.sql; app/supabase/migrations/013_scraper_p2_provenance_and_playwright.sql; app/supabase/migrations/016_disable_auto_promote.sql; app/supabase/migrations/017_scraper_trust_evidence.sql; app/supabase/migrations/018_admin_queue_evidence_view.sql; app/supabase/migrations/043_aggregator_official_source_gate.sql; app/supabase/migrations/044_aggregator_candidate_layers.sql; app/supabase/migrations/051_fix_organization_unique_and_reset_ghosts.sql; app/supabase/migrations/052_recruitments_official_url.sql; app/supabase/migrations/071_trust_pipeline_hardening.sql; app/supabase/migrations/072_field_evidence_alignment.sql; app/supabase/migrations/073_scrape_queue_promoted_status.sql; app/supabase/migrations/076_recruitment_events.sql; app/supabase/migrations/081_queue_query_indexes_and_cleanup_candidates.sql; app/supabase/migrations/082_queue_query_composite_indexes.sql; docs/engineering/queue-query-analysis.md,README.md; app/backend/app/api/admin_scrape.py; app/backend/app/scraping/__init__.py; app/backend/app/scraping/runner.py; app/backend/app/scraping/schemas.py; app/backend/tests/test_admin_queue.py; app/backend/tests/test_recompute_queue_behaviour.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/reference/MIGRATIONS.md; docs/adr/0003-queue-trust-gate-model.md; docs/engineering/aggregator-first-ingestion-strategy.md; docs/engineering/code-review-pipeline-implementation-steps.md; docs/engineering/queue-query-analysis.md; docs/engineering/runbook.md; docs/engineering/scraper-runbook.md; docs/engineering/source-intelligence.md; docs/migration-reference/scraping/old-runner.ts; docs/schema/supabase -Schema.md; memory/PRD.md,app/supabase/migrations/007_scrape_queue_data_quality.sql; app/supabase/migrations/009_v_admin_queue_review.sql; app/supabase/migrations/013_scraper_p2_provenance_and_playwright.sql; app/supabase/migrations/016_disable_auto_promote.sql; app/supabase/migrations/017_scraper_trust_evidence.sql; app/supabase/migrations/018_admin_queue_evidence_view.sql; app/supabase/migrations/019_admin_rbac_audit.sql; app/supabase/migrations/025_admin_promote_recruitment_payload.sql; app/supabase/migrations/043_aggregator_official_source_gate.sql; app/supabase/migrations/044_aggregator_candidate_layers.sql; app/supabase/migrations/051_fix_organization_unique_and_reset_ghosts.sql; app/supabase/migrations/052_recruitments_official_url.sql; app/supabase/migrations/071_trust_pipeline_hardening.sql; app/supabase/migrations/072_field_evidence_alignment.sql; app/supabase/migrations/073_scrape_queue_promoted_status.sql; app/supabase/migrations/076_recruitment_events.sql; app/supabase/migrations/081_queue_query_indexes_and_cleanup_candidates.sql; app/supabase/migrations/082_queue_query_composite_indexes.sql
scrape_runs,table,9,9,4,app/backend/app/api/admin_scrape.py; app/backend/app/scraping/runner.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/009_v_admin_queue_review.sql; app/supabase/migrations/012_scraper_p0_observability.sql; app/supabase/migrations/017_scraper_trust_evidence.sql; app/supabase/migrations/018_admin_queue_evidence_view.sql; docs/migration-reference/scraping/old-runner.ts; docs/schema/supabase -Schema.md,app/backend/app/api/admin_scrape.py; app/backend/app/scraping/__init__.py; app/backend/app/scraping/runner.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/reference/MIGRATIONS.md; docs/engineering/scraper-runbook.md; docs/migration-reference/scraping/old-runner.ts; docs/schema/supabase -Schema.md; memory/PRD.md,app/supabase/migrations/009_v_admin_queue_review.sql; app/supabase/migrations/012_scraper_p0_observability.sql; app/supabase/migrations/017_scraper_trust_evidence.sql; app/supabase/migrations/018_admin_queue_evidence_view.sql
scrape_source_etags,table,2,2,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,
scrape_sources,table,5,7,0,app/backend/app/api/admin_scrape.py; app/backend/app/scraping/runner.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/migration-reference/scraping/old-runner.ts; docs/schema/supabase -Schema.md,app/backend/app/api/admin_scrape.py; app/backend/app/scraping/runner.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/engineering/scraper-runbook.md; docs/migration-reference/scraping/old-runner.ts; docs/schema/supabase -Schema.md; memory/PRD.md,
service_bonds,table,2,2,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,
source_health_metrics,table,2,2,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,
source_observations,table,4,2,2,app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/009_v_admin_queue_review.sql; app/supabase/migrations/018_admin_queue_evidence_view.sql; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/supabase/migrations/009_v_admin_queue_review.sql; app/supabase/migrations/018_admin_queue_evidence_view.sql
source_registry,table,14,16,11,app/backend/app/api/admin_scrape.py; app/backend/app/api/admin_trust.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/006_source_registry_org_state.sql; app/supabase/migrations/008_aggregator_sources.sql; app/supabase/migrations/012_scraper_p0_observability.sql; app/supabase/migrations/013_scraper_p2_provenance_and_playwright.sql; app/supabase/migrations/017_scraper_trust_evidence.sql; app/supabase/migrations/043_aggregator_official_source_gate.sql; app/supabase/migrations/044_aggregator_candidate_layers.sql; app/supabase/migrations/071_trust_pipeline_hardening.sql; app/supabase/migrations/075_source_intelligence_policy.sql; app/supabase/migrations/076_recruitment_events.sql; docs/schema/supabase -Schema.md,app/backend/app/api/admin_scrape.py; app/backend/app/api/admin_trust.py; app/backend/app/scraping/__init__.py; app/backend/app/scraping/runner.py; app/backend/tests/test_admin_mutations.py; app/backend/tests/test_admin_trust.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/reference/MIGRATIONS.md; docs/EMERGENT_START_HERE.md; docs/engineering/aggregator-first-ingestion-strategy.md; docs/engineering/scraper-runbook.md; docs/engineering/source-intelligence.md; docs/migration-reference/README.md; docs/migration-reference/scraping/old-runner.ts; docs/schema/supabase -Schema.md; memory/PRD.md,app/supabase/migrations/006_source_registry_org_state.sql; app/supabase/migrations/008_aggregator_sources.sql; app/supabase/migrations/012_scraper_p0_observability.sql; app/supabase/migrations/013_scraper_p2_provenance_and_playwright.sql; app/supabase/migrations/017_scraper_trust_evidence.sql; app/supabase/migrations/019_admin_rbac_audit.sql; app/supabase/migrations/043_aggregator_official_source_gate.sql; app/supabase/migrations/044_aggregator_candidate_layers.sql; app/supabase/migrations/071_trust_pipeline_hardening.sql; app/supabase/migrations/075_source_intelligence_policy.sql; app/supabase/migrations/076_recruitment_events.sql
source_registry_backup_before_bulk_merge,table,2,2,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,
source_registry_conflict_backup,table,2,2,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,
study_logs,table,2,2,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,
study_plans,table,4,4,2,app/backend/app/api/canonical.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/034_mock_tests.sql; docs/schema/supabase -Schema.md,app/backend/app/api/canonical.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md; memory/PRD.md,app/supabase/migrations/020_ai_infrastructure.sql; app/supabase/migrations/034_mock_tests.sql
study_sessions,table,3,4,1,app/backend/app/api/canonical.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/backend/app/api/canonical.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md; memory/PRD.md,app/supabase/migrations/020_ai_infrastructure.sql
study_tasks,table,3,4,1,app/backend/app/api/canonical.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/backend/app/api/canonical.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md; memory/PRD.md,app/supabase/migrations/020_ai_infrastructure.sql
study_weeks,table,2,2,1,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/supabase/migrations/020_ai_infrastructure.sql
subscription_plans,table,4,4,1,app/backend/app/api/payments.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/054_razorpay_subscriptions.sql; docs/schema/supabase -Schema.md,app/backend/app/api/payments.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md; memory/PRD.md,app/supabase/migrations/054_razorpay_subscriptions.sql
tracked_recruitments,table,7,11,2,app/backend/app/api/canonical.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/003_v_notification_feed.sql; app/supabase/migrations/028_user_recruitment_state.sql; docs/engineering/domain-model.md; docs/migration-reference/eligibility/old-runner.ts; docs/schema/supabase -Schema.md,README.md; app/backend/app/api/canonical.py; app/backend/app/eligibility/runner.py; app/backend/tests/test_eligibility_api_integration.py; app/backend/tests/test_eligibility_incremental_hash.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/engineering/domain-model.md; docs/migration-reference/eligibility/old-runner.ts; docs/schema/profile_schema_lineage_audit.md; docs/schema/supabase -Schema.md; memory/PRD.md,app/supabase/migrations/003_v_notification_feed.sql; app/supabase/migrations/028_user_recruitment_state.sql
training_details,table,2,2,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,
user_certifications,table,2,5,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/backend/app/eligibility/engine.py; app/backend/app/eligibility/runner.py; app/backend/tests/test_engine.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,
user_events,table,5,5,3,app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/027_user_events_and_form_submissions.sql; app/supabase/migrations/028_user_recruitment_state.sql; docs/engineering/domain-model.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/00-ai-context.md; docs/engineering/domain-model.md; docs/product/roadmap.md; docs/schema/supabase -Schema.md,app/supabase/migrations/027_user_events_and_form_submissions.sql; app/supabase/migrations/028_user_recruitment_state.sql; app/supabase/migrations/031_apply_tracker.sql
user_exam_attempts,table,3,5,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/migration-reference/eligibility/old-runner.ts; docs/schema/supabase -Schema.md,app/backend/app/eligibility/runner.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/migration-reference/eligibility/old-runner.ts; docs/schema/profile_schema_lineage_audit.md; docs/schema/supabase -Schema.md,
user_next_actions,table,2,2,1,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/supabase/migrations/020_ai_infrastructure.sql
user_notification_prefs,table,2,2,0,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,app/docs/supabase(Govt Exam copilot)-Schema.md; docs/schema/supabase -Schema.md,
user_recruitment_applications,table,5,7,2,app/backend/app/api/canonical.py; app/docs/supabase(Govt Exam copilot)-Schema.md; app/supabase/migrations/031_apply_tracker.sql; app/supabase/migrations/067_applications_tracker_fields.sql; docs/schema/supabase -Schema.md,app/backend/app/api/canonical.py; app/backend/tests/test_applications_contract.py; app/docs/supabase(Govt Exam copilot)-Schema.md; docs/product/roadmap.md; docs/schema/profile_schema_lineage_audit.md; docs/schema/supabase -Schema.md; memory/PRD.md,app/supabase/migrations/031_apply_tracker.sql; app/supabase/migrations/067_applications_tracker_fields.sql
